NAICS,Industry,Direct Sales,Indirect Sales,Induced Sales,Direct Jobs,Indirect Jobs,Induced Jobs,Direct Earnings,Indirect Earnings,Induced Earnings,Direct Value Added,Indirect Value Added,Induced Value Added,Value Added To Sales,Jobs To Sales,Earnings To Sales,Total Sales,Total Jobs,Total Earnings
335929,Other Communication and Energy Wire Manufacturing,0.0066,0.0003,0.0599,0.0134,0.0007,0.0306,0.0116,0.0005,0.0299,0.0096,0.0004,0.1441,0.3328,0.0000,0.1921,1.0668,1.0447,1.0420
335931,Current-Carrying Wiring Device Manufacturing,0.0070,0.0002,0.1189,0.0278,0.0009,0.0743,0.0112,0.0003,0.0324,0.0069,0.0002,0.1772,0.5550,0.0000,0.2633,1.1261,1.1030,1.0438
335932,Noncurrent-Carrying Wiring Device Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
335991,Carbon and Graphite Product Manufacturing,0.0090,0.0003,0.1463,0.0370,0.0016,0.1158,0.0127,0.0005,0.0475,0.0089,0.0003,0.2169,0.5619,0.0000,0.1987,1.1556,1.1544,1.0607
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,0.0084,0.0004,0.0700,0.0183,0.0014,0.0347,0.0118,0.0006,0.0248,0.0104,0.0005,0.1326,0.4257,0.0000,0.2615,1.0788,1.0544,1.0372
336110,Automobile and Light Duty Motor Vehicle Manufacturing,0.0119,0.0005,0.0606,0.0763,0.0053,0.0990,0.0441,0.0025,0.0639,0.0264,0.0012,0.2202,0.2235,0.0000,0.0779,1.0731,1.1805,1.1105
336120,Heavy Duty Truck Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
336211,Motor Vehicle Body Manufacturing,0.0119,0.0006,0.0139,0.0163,0.0012,0.0128,0.0148,0.0009,0.0131,0.0214,0.0011,0.0331,0.2798,0.0000,0.2596,1.0263,1.0304,1.0287
336212,Truck Trailer Manufacturing,0.0107,0.0005,0.0220,0.0191,0.0013,0.0169,0.0160,0.0009,0.0165,0.0212,0.0011,0.0677,0.2438,0.0000,0.2000,1.0332,1.0373,1.0334
336213,Motor Home Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
336214,Travel Trailer and Camper Manufacturing,0.0086,0.0003,0.0507,0.0126,0.0007,0.0202,0.0140,0.0006,0.0243,0.0139,0.0005,0.1376,0.2995,0.0000,0.1800,1.0595,1.0334,1.0390
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,0.0128,0.0005,0.0271,0.0346,0.0020,0.0201,0.0339,0.0016,0.0243,0.0363,0.0015,0.1103,0.1914,0.0000,0.1326,1.0405,1.0566,1.0598
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,0.0102,0.0005,0.0245,0.0397,0.0027,0.0323,0.0186,0.0009,0.0179,0.0223,0.0010,0.0747,0.2481,0.0000,0.1980,1.0352,1.0747,1.0374
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
336340,Motor Vehicle Brake System Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,0.0102,0.0004,0.0373,0.0300,0.0015,0.0290,0.0189,0.0008,0.0218,0.0204,0.0008,0.1127,0.2632,0.0000,0.1790,1.0479,1.0606,1.0416
336360,Motor Vehicle Seating and Interior Trim Manufacturing,0.0163,0.0007,0.0336,0.0628,0.0034,0.0345,0.0336,0.0017,0.0236,0.0373,0.0017,0.1156,0.2294,0.0000,0.1557,1.0507,1.1007,1.0590
336370,Motor Vehicle Metal Stamping,0.0104,0.0005,0.0342,0.0231,0.0013,0.0212,0.0182,0.0009,0.0203,0.0198,0.0009,0.1052,0.2573,0.0000,0.1809,1.0450,1.0456,1.0394
336390,Other Motor Vehicle Parts Manufacturing,0.0112,0.0005,0.0363,0.0242,0.0017,0.0219,0.0224,0.0012,0.0248,0.0237,0.0011,0.1159,0.2459,0.0000,0.1650,1.0481,1.0478,1.0485
336411,Aircraft Manufacturing,0.0031,0.0001,0.1216,0.0084,0.0006,0.0633,0.0053,0.0002,0.0376,0.0034,0.0001,0.1990,0.5100,0.0000,0.2071,1.1248,1.0724,1.0431
336412,Aircraft Engine and Engine Parts Manufacturing,0.0139,0.0005,0.0768,0.0609,0.0020,0.0477,0.0269,0.0009,0.0285,0.0198,0.0007,0.1585,0.3973,0.0000,0.2129,1.0913,1.1105,1.0563
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.0072,0.0003,0.0872,0.0149,0.0008,0.0343,0.0100,0.0004,0.0251,0.0081,0.0003,0.1453,0.4912,0.0000,0.2818,1.0947,1.0500,1.0355
336414,Guided Missile and Space Vehicle Manufacturing,0.0070,0.0003,0.0223,0.0124,0.0006,0.0196,0.0057,0.0002,0.0114,0.0074,0.0003,0.0279,0.5318,0.0000,0.4986,1.0296,1.0327,1.0173
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,0.0111,0.0005,0.0218,0.0325,0.0017,0.0256,0.0168,0.0008,0.0183,0.0236,0.0010,0.0607,0.2569,0.0000,0.2163,1.0335,1.0598,1.0360
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,0.0112,0.0005,0.0213,0.0471,0.0025,0.0363,0.0169,0.0008,0.0178,0.0238,0.0010,0.0594,0.2564,0.0000,0.2169,1.0330,1.0860,1.0355
336510,Railroad Rolling Stock Manufacturing,0.0075,0.0003,0.0538,0.0427,0.0019,0.0638,0.0178,0.0007,0.0337,0.0143,0.0005,0.1533,0.2801,0.0000,0.1540,1.0616,1.1083,1.0523
336611,Ship Building and Repairing,0.0175,0.0007,0.0456,0.0334,0.0012,0.0228,0.0186,0.0007,0.0187,0.0208,0.0008,0.0734,0.4637,0.0000,0.3712,1.0638,1.0575,1.0379
336612,Boat Building,0.0109,0.0005,0.0340,0.0170,0.0011,0.0244,0.0147,0.0008,0.0273,0.0185,0.0008,0.0760,0.3085,0.0000,0.2440,1.0454,1.0426,1.0427
336991,"Motorcycle, Bicycle, and Parts Manufacturing",0.0110,0.0004,0.1174,0.0241,0.0011,0.0429,0.0234,0.0009,0.0511,0.0128,0.0005,0.2102,0.4586,0.0000,0.1712,1.1288,1.0681,1.0754
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",0.0104,0.0005,0.1195,0.0401,0.0030,0.0953,0.0315,0.0017,0.0868,0.0132,0.0006,0.2435,0.4000,0.0000,0.1076,1.1304,1.1383,1.1200
336999,All Other Transportation Equipment Manufacturing,0.0075,0.0003,0.0793,0.0447,0.0026,0.1110,0.0158,0.0008,0.0501,0.0115,0.0005,0.1878,0.3371,0.0000,0.1489,1.0871,1.1583,1.0667
337110,Wood Kitchen Cabinet and Countertop Manufacturing,0.0178,0.0009,0.0199,0.0093,0.0008,0.0080,0.0114,0.0007,0.0112,0.0174,0.0009,0.0279,0.4771,0.0000,0.4505,1.0386,1.0181,1.0233
337121,Upholstered Household Furniture Manufacturing,0.0156,0.0008,0.0465,0.0269,0.0024,0.0255,0.0190,0.0013,0.0215,0.0215,0.0013,0.1023,0.3554,0.0000,0.2536,1.0630,1.0548,1.0418
337122,Nonupholstered Wood Household Furniture Manufacturing,0.0154,0.0009,0.0191,0.0114,0.0013,0.0109,0.0112,0.0009,0.0115,0.0161,0.0011,0.0288,0.4436,0.0000,0.4172,1.0354,1.0235,1.0235
337126,Household Furniture (except Wood and Upholstered) Manufacturing,0.0203,0.0013,0.0407,0.0284,0.0034,0.0161,0.0346,0.0029,0.0254,0.0350,0.0026,0.1075,0.2909,0.0000,0.2036,1.0623,1.0479,1.0628
337127,Institutional Furniture Manufacturing,0.0163,0.0009,0.0374,0.0192,0.0017,0.0156,0.0169,0.0011,0.0165,0.0202,0.0012,0.0723,0.3944,0.0000,0.3179,1.0546,1.0366,1.0346
337211,Wood Office Furniture Manufacturing,0.0170,0.0009,0.0531,0.0354,0.0031,0.0311,0.0216,0.0014,0.0219,0.0222,0.0013,0.1135,0.3727,0.0000,0.2530,1.0710,1.0696,1.0449
337212,Custom Architectural Woodwork and Millwork Manufacturing,0.0171,0.0009,0.0525,0.0254,0.0022,0.0215,0.0216,0.0014,0.0211,0.0224,0.0013,0.1122,0.3732,0.0000,0.2549,1.0704,1.0490,1.0441
337214,Office Furniture (except Wood) Manufacturing,0.0171,0.0009,0.0530,0.0254,0.0022,0.0219,0.0219,0.0014,0.0218,0.0225,0.0013,0.1132,0.3726,0.0000,0.2533,1.0710,1.0494,1.0451
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",0.0131,0.0007,0.0226,0.0094,0.0008,0.0090,0.0108,0.0007,0.0129,0.0147,0.0009,0.0362,0.4299,0.0000,0.3938,1.0364,1.0192,1.0244
337910,Mattress Manufacturing,0.0142,0.0007,0.0548,0.0196,0.0015,0.0184,0.0216,0.0013,0.0248,0.0207,0.0011,0.1286,0.3411,0.0000,0.2151,1.0697,1.0394,1.0477
337920,Blind and Shade Manufacturing,0.0140,0.0007,0.0548,0.0229,0.0018,0.0216,0.0212,0.0013,0.0247,0.0204,0.0011,0.1288,0.3409,0.0000,0.2147,1.0695,1.0463,1.0471
339112,Surgical and Medical Instrument Manufacturing,0.0059,0.0003,0.1414,0.0249,0.0015,0.0977,0.0061,0.0003,0.0279,0.0044,0.0002,0.1650,0.7102,0.0000,0.3638,1.1476,1.1241,1.0343
339113,Surgical Appliance and Supplies Manufacturing,0.0074,0.0003,0.1366,0.0117,0.0007,0.0370,0.0085,0.0004,0.0303,0.0061,0.0003,0.1675,0.6722,0.0000,0.3393,1.1444,1.0494,1.0392
339114,Dental Equipment and Supplies Manufacturing,0.0103,0.0004,0.1081,0.0276,0.0015,0.0592,0.0113,0.0005,0.0290,0.0096,0.0004,0.1491,0.5865,0.0000,0.3300,1.1189,1.0883,1.0408
339115,Ophthalmic Goods Manufacturing,0.0106,0.0005,0.1362,0.0106,0.0006,0.0233,0.0108,0.0006,0.0289,0.0089,0.0004,0.1603,0.6975,0.0000,0.3687,1.1473,1.0346,1.0402
339116,Dental Laboratories,0.0113,0.0005,0.0301,0.0088,0.0005,0.0119,0.0080,0.0004,0.0133,0.0105,0.0005,0.0342,0.5896,0.0000,0.5423,1.0419,1.0212,1.0217
339910,Jewelry and Silverware Manufacturing,0.0170,0.0010,0.0528,0.0233,0.0023,0.0223,0.0211,0.0014,0.0234,0.0223,0.0013,0.0993,0.4065,0.0000,0.2927,1.0707,1.0479,1.0460
339920,Sporting and Athletic Goods Manufacturing,0.0138,0.0008,0.0719,0.0164,0.0018,0.0306,0.0132,0.0009,0.0307,0.0135,0.0009,0.1009,0.5192,0.0000,0.3683,1.0864,1.0488,1.0449
339930,"Doll, Toy, and Game Manufacturing",0.0060,0.0003,0.0342,0.0047,0.0005,0.0156,0.0034,0.0002,0.0111,0.0043,0.0003,0.0349,0.6956,0.0000,0.6366,1.0405,1.0207,1.0147
339940,Office Supplies (except Paper) Manufacturing,0.0162,0.0008,0.0265,0.0208,0.0015,0.0213,0.0164,0.0009,0.0212,0.0216,0.0011,0.0440,0.3727,0.0000,0.3316,1.0435,1.0436,1.0385
339950,Sign Manufacturing,0.0125,0.0008,0.0281,0.0068,0.0008,0.0086,0.0094,0.0007,0.0145,0.0123,0.0009,0.0366,0.5097,0.0000,0.4647,1.0414,1.0161,1.0245
339991,"Gasket, Packing, and Sealing Device Manufacturing",0.0132,0.0007,0.0651,0.0190,0.0016,0.0258,0.0128,0.0007,0.0204,0.0130,0.0007,0.0965,0.5255,0.0000,0.3815,1.0790,1.0464,1.0340
339992,Musical Instrument Manufacturing,0.0128,0.0007,0.0628,0.0184,0.0016,0.0253,0.0123,0.0007,0.0193,0.0126,0.0007,0.0935,0.5250,0.0000,0.3861,1.0764,1.0453,1.0323
339993,"Fastener, Button, Needle, and Pin Manufacturing",0.0126,0.0007,0.0655,0.0153,0.0014,0.0233,0.0123,0.0007,0.0205,0.0123,0.0007,0.0973,0.5250,0.0000,0.3797,1.0788,1.0400,1.0335
339994,"Broom, Brush, and Mop Manufacturing",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
339995,Burial Casket Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
339999,All Other Miscellaneous Manufacturing,0.0131,0.0007,0.0652,0.0162,0.0014,0.0221,0.0127,0.0007,0.0204,0.0129,0.0007,0.0968,0.5248,0.0000,0.3805,1.0789,1.0397,1.0339
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,0.0402,0.0028,0.1434,0.1834,0.0187,0.1692,0.0808,0.0058,0.1116,0.0415,0.0029,0.2048,0.5064,0.0000,0.1956,1.1864,1.3713,1.1983
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,0.0402,0.0028,0.1434,0.1167,0.0119,0.1071,0.0810,0.0058,0.1112,0.0415,0.0029,0.2051,0.5064,0.0000,0.1952,1.1864,1.2357,1.1980
423130,Tire and Tube Merchant Wholesalers,0.0402,0.0028,0.1436,0.1112,0.0114,0.1033,0.0808,0.0058,0.1124,0.0414,0.0029,0.2051,0.5063,0.0000,0.1952,1.1866,1.2260,1.1990
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,0.0402,0.0028,0.1437,0.0825,0.0084,0.0764,0.0810,0.0058,0.1123,0.0414,0.0029,0.2053,0.5064,0.0000,0.1949,1.1867,1.1673,1.1991
423210,Furniture Merchant Wholesalers,0.0461,0.0030,0.1284,0.1046,0.0091,0.0921,0.0607,0.0038,0.0816,0.0430,0.0028,0.1495,0.5714,0.0000,0.3175,1.1775,1.2058,1.1461
423220,Home Furnishing Merchant Wholesalers,0.0461,0.0030,0.1269,0.0828,0.0072,0.0715,0.0603,0.0037,0.0794,0.0430,0.0028,0.1482,0.5715,0.0000,0.3201,1.1760,1.1615,1.1434
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",0.0462,0.0030,0.1298,0.0924,0.0080,0.0823,0.0613,0.0038,0.0837,0.0430,0.0028,0.1505,0.5714,0.0000,0.3155,1.1789,1.1828,1.1487
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",0.0462,0.0030,0.1294,0.0997,0.0086,0.0885,0.0611,0.0038,0.0832,0.0430,0.0028,0.1503,0.5714,0.0000,0.3159,1.1785,1.1969,1.1481
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0.0461,0.0030,0.1295,0.1246,0.0108,0.1115,0.0610,0.0038,0.0836,0.0430,0.0027,0.1502,0.5713,0.0000,0.3161,1.1786,1.2469,1.1484
423390,Other Construction Material Merchant Wholesalers,0.0461,0.0030,0.1297,0.0911,0.0079,0.0811,0.0613,0.0038,0.0833,0.0430,0.0027,0.1508,0.5713,0.0000,0.3151,1.1788,1.1801,1.1484
423410,Photographic Equipment and Supplies Merchant Wholesalers,0.0294,0.0017,0.1028,0.0930,0.0069,0.0909,0.0326,0.0017,0.0447,0.0268,0.0015,0.1161,0.6195,0.0000,0.4092,1.1340,1.1909,1.0791
423420,Office Equipment Merchant Wholesalers,0.0298,0.0018,0.1044,0.0604,0.0044,0.0588,0.0333,0.0017,0.0459,0.0272,0.0015,0.1177,0.6195,0.0000,0.4061,1.1359,1.1237,1.0809
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.0299,0.0018,0.1039,0.1249,0.0091,0.1204,0.0333,0.0017,0.0456,0.0273,0.0015,0.1171,0.6196,0.0000,0.4072,1.1356,1.2544,1.0807
423440,Other Commercial Equipment Merchant Wholesalers,0.0298,0.0018,0.1045,0.0483,0.0035,0.0472,0.0333,0.0017,0.0463,0.0272,0.0015,0.1176,0.6195,0.0000,0.4063,1.1361,1.0989,1.0813
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0.0299,0.0018,0.1047,0.0870,0.0063,0.0848,0.0335,0.0017,0.0465,0.0273,0.0015,0.1177,0.6195,0.0000,0.4061,1.1363,1.1781,1.0817
423460,Ophthalmic Goods Merchant Wholesalers,0.0295,0.0017,0.1027,0.0611,0.0045,0.0592,0.0328,0.0017,0.0447,0.0270,0.0015,0.1159,0.6195,0.0000,0.4096,1.1340,1.1248,1.0792
423490,Other Professional Equipment and Supplies Merchant Wholesalers,0.0298,0.0018,0.1042,0.0580,0.0043,0.0564,0.0333,0.0017,0.0458,0.0272,0.0015,0.1175,0.6195,0.0000,0.4065,1.1357,1.1187,1.0808
423510,Metal Service Centers and Other Metal Merchant Wholesalers,0.0461,0.0030,0.1306,0.1237,0.0107,0.1114,0.0614,0.0038,0.0850,0.0430,0.0028,0.1512,0.5715,0.0000,0.3142,1.1797,1.2459,1.1502
423520,Coal and Other Mineral and Ore Merchant Wholesalers,0.0457,0.0029,0.1252,0.2446,0.0213,0.2129,0.0588,0.0036,0.0779,0.0425,0.0027,0.1458,0.5714,0.0000,0.3242,1.1738,1.4788,1.1403
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",0.0429,0.0026,0.1467,0.2692,0.0208,0.1863,0.1145,0.0062,0.1109,0.0478,0.0028,0.2213,0.4997,0.0000,0.1688,1.1922,1.4762,1.2317
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",0.0429,0.0026,0.1461,0.2009,0.0155,0.1371,0.1141,0.0062,0.1087,0.0478,0.0028,0.2210,0.4997,0.0000,0.1694,1.1916,1.3534,1.2290
423690,Other Electronic Parts and Equipment Merchant Wholesalers,0.0429,0.0026,0.1466,0.1857,0.0143,0.1284,0.1144,0.0062,0.1107,0.0478,0.0028,0.2212,0.4995,0.0000,0.1688,1.1921,1.3285,1.2314
423710,Hardware Merchant Wholesalers,0.0461,0.0030,0.1290,0.0905,0.0078,0.0799,0.0610,0.0038,0.0825,0.0430,0.0028,0.1499,0.5714,0.0000,0.3167,1.1781,1.1782,1.1473
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,0.0462,0.0030,0.1291,0.1209,0.0105,0.1068,0.0611,0.0038,0.0827,0.0430,0.0028,0.1501,0.5714,0.0000,0.3163,1.1782,1.2382,1.1475
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,0.0462,0.0030,0.1295,0.1825,0.0158,0.1618,0.0612,0.0038,0.0833,0.0430,0.0028,0.1504,0.5714,0.0000,0.3157,1.1786,1.3601,1.1483
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,0.0458,0.0029,0.1309,0.0690,0.0060,0.0635,0.0610,0.0038,0.0857,0.0427,0.0027,0.1511,0.5714,0.0000,0.3141,1.1796,1.1386,1.1505
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,0.0446,0.0029,0.1233,0.1253,0.0106,0.0992,0.0537,0.0034,0.0665,0.0397,0.0026,0.1405,0.5988,0.0000,0.3504,1.1707,1.2352,1.1236
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,0.0446,0.0029,0.1219,0.0919,0.0078,0.0720,0.0533,0.0033,0.0650,0.0397,0.0026,0.1391,0.5989,0.0000,0.3533,1.1694,1.1717,1.1217
423830,Industrial Machinery and Equipment Merchant Wholesalers,0.0446,0.0029,0.1226,0.1036,0.0088,0.0812,0.0536,0.0034,0.0655,0.0398,0.0026,0.1400,0.5988,0.0000,0.3514,1.1701,1.1935,1.1225
423840,Industrial Supplies Merchant Wholesalers,0.0445,0.0029,0.1215,0.1034,0.0088,0.0797,0.0533,0.0033,0.0639,0.0397,0.0026,0.1393,0.5988,0.0000,0.3530,1.1689,1.1919,1.1206
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,0.0447,0.0029,0.1207,0.0806,0.0068,0.0615,0.0533,0.0033,0.0631,0.0399,0.0026,0.1387,0.5987,0.0000,0.3542,1.1684,1.1489,1.1197
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,0.0447,0.0029,0.1203,0.1177,0.0100,0.0893,0.0531,0.0033,0.0625,0.0398,0.0026,0.1383,0.5988,0.0000,0.3550,1.1679,1.2170,1.1189
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,0.0461,0.0030,0.1293,0.0768,0.0066,0.0679,0.0611,0.0038,0.0828,0.0430,0.0028,0.1503,0.5714,0.0000,0.3159,1.1784,1.1514,1.1477
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,0.0461,0.0030,0.1260,0.0755,0.0066,0.0642,0.0601,0.0037,0.0775,0.0429,0.0027,0.1480,0.5714,0.0000,0.3207,1.1750,1.1462,1.1413
423930,Recyclable Material Merchant Wholesalers,0.0461,0.0030,0.1295,0.0777,0.0067,0.0692,0.0610,0.0038,0.0833,0.0429,0.0028,0.1502,0.5717,0.0000,0.3161,1.1786,1.1537,1.1481
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",0.0461,0.0030,0.1245,0.1023,0.0089,0.0865,0.0593,0.0037,0.0764,0.0429,0.0027,0.1455,0.5716,0.0000,0.3251,1.1735,1.1977,1.1394
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,0.0461,0.0030,0.1280,0.0576,0.0050,0.0503,0.0607,0.0037,0.0809,0.0430,0.0028,0.1491,0.5714,0.0000,0.3183,1.1771,1.1128,1.1454
424110,Printing and Writing Paper Merchant Wholesalers,0.0425,0.0025,0.1721,0.1766,0.0133,0.2477,0.0686,0.0039,0.1563,0.0391,0.0023,0.1856,0.5819,0.0000,0.2527,1.2171,1.4375,1.2288
424120,Stationery and Office Supplies Merchant Wholesalers,0.0424,0.0025,0.1728,0.0856,0.0065,0.1218,0.0685,0.0039,0.1586,0.0390,0.0023,0.1854,0.5817,0.0000,0.2526,1.2177,1.2139,1.2310
424130,Industrial and Personal Service Paper Merchant Wholesalers,0.0423,0.0025,0.1728,0.1309,0.0099,0.1848,0.0688,0.0039,0.1581,0.0390,0.0023,0.1860,0.5820,0.0000,0.2518,1.2177,1.3256,1.2307
424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.0294,0.0015,0.1555,0.2206,0.0147,0.1905,0.0936,0.0040,0.0922,0.0322,0.0015,0.2382,0.5234,0.0000,0.1499,1.1864,1.4258,1.1898
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.0424,0.0025,0.1706,0.1054,0.0079,0.1467,0.0676,0.0038,0.1534,0.0390,0.0023,0.1835,0.5820,0.0000,0.2563,1.2155,1.2600,1.2248
424340,Footwear Merchant Wholesalers,0.0424,0.0025,0.1697,0.0824,0.0062,0.1146,0.0671,0.0038,0.1517,0.0390,0.0023,0.1825,0.5819,0.0000,0.2581,1.2146,1.2032,1.2226
424350,Clothing and Clothing Accessories Merchant Wholesalers,0.0423,0.0025,0.1665,0.1056,0.0080,0.1428,0.0658,0.0037,0.1443,0.0389,0.0023,0.1801,0.5820,0.0000,0.2630,1.2113,1.2564,1.2138
424410,General Line Grocery Merchant Wholesalers,0.0385,0.0021,0.1014,0.0687,0.0046,0.0362,0.0475,0.0025,0.0347,0.0364,0.0020,0.1379,0.5690,0.0000,0.3413,1.1420,1.1095,1.0847
424420,Packaged Frozen Food Merchant Wholesalers,0.0386,0.0021,0.1015,0.0831,0.0056,0.0437,0.0477,0.0025,0.0347,0.0365,0.0020,0.1381,0.5690,0.0000,0.3411,1.1422,1.1324,1.0849
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,0.0386,0.0021,0.1021,0.0969,0.0065,0.0512,0.0479,0.0025,0.0350,0.0365,0.0020,0.1390,0.5690,0.0000,0.3395,1.1429,1.1547,1.0854
424440,Poultry and Poultry Product Merchant Wholesalers,0.0383,0.0021,0.1012,0.0970,0.0067,0.0522,0.0471,0.0025,0.0346,0.0361,0.0020,0.1378,0.5689,0.0000,0.3416,1.1417,1.1559,1.0841
424450,Confectionery Merchant Wholesalers,0.0386,0.0021,0.1019,0.0829,0.0056,0.0440,0.0478,0.0025,0.0350,0.0364,0.0020,0.1386,0.5690,0.0000,0.3401,1.1426,1.1325,1.0853
424460,Fish and Seafood Merchant Wholesalers,0.0385,0.0021,0.1007,0.0726,0.0049,0.0375,0.0474,0.0025,0.0336,0.0363,0.0020,0.1376,0.5690,0.0000,0.3420,1.1413,1.1150,1.0835
424470,Meat and Meat Product Merchant Wholesalers,0.0386,0.0021,0.1012,0.0683,0.0046,0.0358,0.0476,0.0025,0.0344,0.0364,0.0020,0.1379,0.5689,0.0000,0.3415,1.1419,1.1087,1.0844
424480,Fresh Fruit and Vegetable Merchant Wholesalers,0.0385,0.0021,0.1010,0.0662,0.0045,0.0346,0.0475,0.0025,0.0341,0.0364,0.0020,0.1377,0.5690,0.0000,0.3419,1.1416,1.1053,1.0841
424490,Other Grocery and Related Products Merchant Wholesalers,0.0385,0.0021,0.1015,0.0803,0.0054,0.0424,0.0476,0.0025,0.0347,0.0364,0.0020,0.1381,0.5690,0.0000,0.3411,1.1421,1.1282,1.0847
424510,Grain and Field Bean Merchant Wholesalers,0.0424,0.0025,0.1763,0.2245,0.0170,0.3365,0.0689,0.0039,0.1690,0.0390,0.0023,0.1858,0.5819,0.0000,0.2511,1.2212,1.5779,1.2418
424520,Livestock Merchant Wholesalers,0.0421,0.0025,0.1781,0.0476,0.0037,0.0739,0.0688,0.0039,0.1731,0.0387,0.0023,0.1876,0.5819,0.0000,0.2478,1.2227,1.1252,1.2459
424590,Other Farm Product Raw Material Merchant Wholesalers,0.0422,0.0025,0.1740,0.1317,0.0101,0.1936,0.0683,0.0039,0.1617,0.0388,0.0023,0.1858,0.5822,0.0000,0.2520,1.2187,1.3355,1.2338
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,0.0424,0.0025,0.1743,0.1848,0.0139,0.2655,0.0692,0.0039,0.1622,0.0391,0.0023,0.1865,0.5820,0.0000,0.2506,1.2193,1.4642,1.2354
424690,Other Chemical and Allied Products Merchant Wholesalers,0.0423,0.0025,0.1751,0.1471,0.0111,0.2138,0.0693,0.0039,0.1645,0.0390,0.0023,0.1869,0.5820,0.0000,0.2496,1.2200,1.3720,1.2377
424710,Petroleum Bulk Stations and Terminals,0.0148,0.0008,0.5239,0.2041,0.0127,3.5712,0.1096,0.0054,3.2828,0.0094,0.0005,0.2791,0.8544,0.0000,0.0580,1.5394,4.7880,4.3978
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),0.0148,0.0008,0.5247,0.3153,0.0196,5.5328,0.1110,0.0055,3.3333,0.0095,0.0005,0.2792,0.8545,0.0000,0.0573,1.5403,6.8676,4.4499
424810,Beer and Ale Merchant Wholesalers,0.0423,0.0025,0.1737,0.1181,0.0089,0.1692,0.0688,0.0039,0.1609,0.0390,0.0023,0.1859,0.5820,0.0000,0.2514,1.2185,1.2962,1.2336
